Module,SysCall Name,SysCall Number,Count
/workspace/bcc/web_application/main.py,mprotect,226,4
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/engine/default.py,newfstat,80,53
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/sql/elements.py,getpid,172,3
/workspace/Python-3.10.0/Lib/http/server.py,getrandom,278,8
/workspace/Python-3.10.0/lib/python3.10/site-packages/passlib/handlers/bcrypt.py,read,63,27
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/orm/state_changes.py,fcntl,25,26
/workspace/Python-3.10.0/lib/python3.10/site-packages/passlib/handlers/bcrypt.py,newfstatat,79,41
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/orm/persistence.py,pwrite,68,40
/workspace/Python-3.10.0/lib/python3.10/site-packages/flask/app.py,newfstatat,79,480
/workspace/Python-3.10.0/Lib/http/server.py,ppoll,73,36
/workspace/Python-3.10.0/Lib/http/server.py,pipe2,59,54
/workspace/Python-3.10.0/lib/python3.10/site-packages/passlib/utils/handlers.py,close,57,28
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/orm/state_changes.py,newfstatat,79,16
<string>,fcntl,25,26
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/sql/cache_key.py,mmap,222,4
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/engine/base.py,pread,67,224
/workspace/Python-3.10.0/Lib/traceback.py,read,63,36
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/orm/state_changes.py,pread,67,8
/workspace/Python-3.10.0/lib/python3.10/site-packages/passlib/handlers/bcrypt.py,lseek,62,8
/workspace/Python-3.10.0/Lib/http/server.py,munmap,215,6
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/engine/base.py,fcntl,25,668
/workspace/Python-3.10.0/Lib/socketserver.py,fchown,55,8
/workspace/bcc/web_application/main.py,geteuid,175,2
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/orm/unitofwork.py,fcntl,25,16
/workspace/bcc/web_application/main.py,newfstatat,79,146
/workspace/Python-3.10.0/Lib/http/server.py,mmap,222,10
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/engine/default.py,fchown,55,2
/workspace/Python-3.10.0/Lib/traceback.py,openat,56,4
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/engine/base.py,newfstat,80,212
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/orm/state_changes.py,fchown,55,4
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/orm/persistence.py,fchown,55,4
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/engine/base.py,getpid,172,12
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/orm/loading.py,newfstatat,79,8
/workspace/Python-3.10.0/lib/python3.10/site-packages/passlib/utils/__init__.py,getrandom,278,8
/workspace/Python-3.10.0/lib/python3.10/site-packages/passlib/utils/handlers.py,read,63,84
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/orm/unitofwork.py,read,63,2
/workspace/Python-3.10.0/lib/python3.10/site-packages/passlib/handlers/bcrypt.py,close,57,11
/workspace/Python-3.10.0/Lib/http/server.py,brk,214,2
/workspace/Python-3.10.0/Lib/tokenize.py,newfstat,80,1
/workspace/Python-3.10.0/lib/python3.10/site-packages/bcrypt/__init__.py,close,57,2
/workspace/Python-3.10.0/lib/python3.10/site-packages/werkzeug/serving.py,getrandom,278,12
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/orm/context.py,newfstatat,79,98
/workspace/Python-3.10.0/lib/python3.10/site-packages/werkzeug/serving.py,fdatasync,83,24
/workspace/Python-3.10.0/lib/python3.10/site-packages/sqlalchemy/orm/session.py,close,57,13
/workspace/Python-3.10.0/Lib/socketserver.py,newfstat,80,304
